#timestamp x y z qx qy qz qw
1670531246.00403547 -0.75104905 0.12437167 0.03157434 -0.00251568 -0.00327092 -0.33698180 0.94150212
1670531246.10407925 -0.75207743 0.12698341 0.03103925 -0.00273690 -0.00318340 -0.33682756 0.94155699
1670531246.20408225 -0.75237510 0.12864991 0.03113063 -0.00264444 -0.00308110 -0.33668008 0.94161034
1670531246.30405045 -0.75148494 0.13033542 0.03062407 -0.00256081 -0.00319959 -0.33692628 0.94152211
1670531246.40398884 -0.75085898 0.13112159 0.03018282 -0.00249884 -0.00322121 -0.33719137 0.94142730
1670531246.50390458 -0.75283938 0.13108313 0.02951193 -0.00260993 -0.00307450 -0.33699030 0.94149948
1670531246.60385036 -0.75278578 0.13132174 0.03025501 -0.00281902 -0.00308777 -0.33706414 0.94147240
1670531246.70381999 -0.75337198 0.13088670 0.03036911 -0.00225578 -0.00299834 -0.33661172 0.94163606
1670531246.80383062 -0.75379649 0.12949176 0.03084862 -0.00297871 -0.00349538 -0.33700712 0.94149090
1670531246.90388823 -0.75422361 0.12818496 0.03059701 -0.00278345 -0.00312284 -0.33670764 0.94159995
1670531247.00397658 -0.75421563 0.12853537 0.02980061 -0.00236928 -0.00330045 -0.33672766 0.94159332
1670531247.10405135 -0.75387870 0.12780503 0.03000260 -0.00259276 -0.00310465 -0.33711336 0.94145537
1670531247.20410085 -0.75369481 0.12996393 0.02987712 -0.00269824 -0.00263105 -0.33660944 0.94163681
1670531247.30417824 -0.75588666 0.13502975 0.03098643 -0.00228575 -0.00289939 -0.33660328 0.94163932
1670531247.40428066 -0.75456117 0.13422559 0.03218772 -0.00251364 -0.00309199 -0.33688474 0.94153746
1670531247.50430155 -0.75391900 0.13219875 0.03314202 -0.00281081 -0.00295077 -0.33670911 0.94159990
1670531247.60427213 -0.75345188 0.12979576 0.03337917 -0.00268036 -0.00287232 -0.33669520 0.94160549
1670531247.70419478 -0.75313868 0.12973185 0.03341943 -0.00266856 -0.00245925 -0.33679800 0.94156993
1670531247.80411053 -0.75326757 0.12664582 0.03286603 -0.00267126 -0.00280855 -0.33696257 0.94151007
1670531247.90405107 -0.75320916 0.12801157 0.03247907 -0.00262410 -0.00297755 -0.33666501 0.94161612
1670531248.00401497 -0.75377647 0.12811303 0.03250269 -0.00278104 -0.00316890 -0.33663497 0.94162579
1670531248.10396695 -0.75389560 0.12791273 0.03218640 -0.00265281 -0.00303569 -0.33677229 0.94157749
1670531248.20391059 -0.75448696 0.12740921 0.03111371 -0.00260619 -0.00316691 -0.33677020 0.94157794
1670531248.30385900 -0.75405345 0.12792642 0.03099783 -0.00255097 -0.00293952 -0.33655870 0.94165445
1670531248.40382147 -0.75290808 0.12664979 0.03216312 -0.00305448 -0.00276041 -0.33669813 0.94160364
1670531248.50383687 -0.75353036 0.12639224 0.03276472 -0.00266347 -0.00285916 -0.33655447 0.94165589
1670531248.60386896 -0.75360931 0.12831485 0.03178656 -0.00262594 -0.00323155 -0.33685588 0.94154701
1670531248.70386028 -0.75338142 0.12867179 0.03185918 -0.00244992 -0.00307777 -0.33679187 0.94157090
1670531248.80383825 -0.75375785 0.13040663 0.03113581 -0.00266001 -0.00324525 -0.33692676 0.94152151
1670531248.90381265 -0.75298262 0.12904322 0.03122003 -0.00250398 -0.00307434 -0.33672879 0.94159333
1670531249.00378180 -0.75388546 0.12804571 0.03159596 -0.00269676 -0.00333832 -0.33691628 0.94152483
1670531249.10374212 -0.75435189 0.12849975 0.03188300 -0.00256944 -0.00317444 -0.33676246 0.94158078
1670531249.20370078 -0.75485043 0.13004701 0.03215731 -0.00233367 -0.00258108 -0.33695100 0.94151576
1670531249.30369258 -0.75493016 0.13151122 0.03184715 -0.00227226 -0.00307460 -0.33681381 0.94156351
1670531249.40370917 -0.75511798 0.13120102 0.03257653 -0.00273889 -0.00293914 -0.33684506 0.94155152
1670531249.50373101 -0.75491827 0.13106336 0.03257837 -0.00294738 -0.00311561 -0.33715302 0.94144009
1670531249.60373187 -0.75479251 0.13132079 0.03317039 -0.00231126 -0.00289450 -0.33696099 0.94151132
1670531249.70376277 -0.75202487 0.12997619 0.03324679 -0.00275883 -0.00277552 -0.33675196 0.94158526
1670531249.80692911 -0.75234441 0.12825117 0.03353405 -0.00271343 -0.00312396 -0.33704858 0.94147816
1670531249.90379429 -0.75213070 0.12782609 0.03164215 -0.00272193 -0.00336953 -0.33720724 0.94142048
1670531250.00378537 -0.75190379 0.12902319 0.03105720 -0.00270928 -0.00313593 -0.33680666 0.94156471
1670531250.10377908 -0.75287636 0.13149855 0.03136654 -0.00269853 -0.00281041 -0.33674200 0.94158889
1670531250.20374298 -0.75264201 0.13389548 0.03206701 -0.00264314 -0.00291083 -0.33651708 0.94166915
1670531250.30366468 -0.75233305 0.13463924 0.03246830 -0.00286991 -0.00282476 -0.33655374 0.94165565
1670531250.40359139 -0.75366049 0.13641747 0.03167144 -0.00276305 -0.00310927 -0.33681032 0.94156333
1670531250.50353670 -0.75442898 0.13395906 0.03187411 -0.00248632 -0.00299271 -0.33683714 0.94155489
1670531250.60354424 -0.75438684 0.13294272 0.03174137 -0.00227003 -0.00321081 -0.33678470 0.94157347
1670531250.70359373 -0.75358418 0.13041018 0.03159949 -0.00246448 -0.00282310 -0.33658193 0.94164673
1670531250.80363464 -0.75492130 0.12866059 0.03222115 -0.00269683 -0.00294281 -0.33664756 0.94162226
1670531250.90366364 -0.75395686 0.12824743 0.03433303 -0.00285829 -0.00264459 -0.33663550 0.94162698
1670531251.00368786 -0.75420410 0.12956574 0.03349522 -0.00266741 -0.00308697 -0.33696205 0.94150939
1670531251.10369229 -0.75507415 0.12948979 0.03227339 -0.00227360 -0.00292262 -0.33713447 0.94144922
1670531251.20372915 -0.75647174 0.13258288 0.03226792 -0.00281077 -0.00292560 -0.33675165 0.94158476
1670531251.30381131 -0.75626331 0.13419643 0.03337687 -0.00271347 -0.00265346 -0.33668481 0.94160976
1670531251.40393996 -0.75596821 0.13697991 0.03285273 -0.00338748 -0.00369538 -0.33785957 0.94118318
1670531251.50446010 -0.75387225 0.12774528 0.02939967 -0.00349790 -0.00697108 -0.35578380 0.93453574
1670531251.60481191 -0.73361129 0.09319386 0.02743116 -0.00057035 -0.00332806 -0.37653502 0.92639623
1670531251.70498753 -0.69948081 0.06534704 0.02836262 -0.00620008 -0.00908254 -0.39866281 0.91703164
1670531251.80504656 -0.66786581 0.01072653 0.02414456 -0.00066257 -0.00632618 -0.42508776 0.90512979
1670531251.90486097 -0.61675226 -0.05787065 0.01708845 -0.00010568 -0.00183907 -0.45182635 0.89210401
1670531252.00450778 -0.57185477 -0.12095387 0.01934675 0.00065733 -0.00332661 -0.47444349 0.88027943
1670531252.10422254 -0.53342416 -0.18471738 0.03418513 0.00039337 -0.00285423 -0.50030909 0.86584208
1670531252.20400596 -0.49654856 -0.25541483 0.03550064 0.00331362 -0.00035992 -0.52810043 0.84917538
1670531252.30381680 -0.46266946 -0.33790159 0.03820680 0.00384421 0.00049691 -0.55553234 0.83148589
1670531252.40360212 -0.43870074 -0.43179000 0.03498488 0.00164718 -0.00000268 -0.58236131 0.81292840
1670531252.50350952 -0.41604667 -0.51166404 0.03946938 -0.00322270 0.00010311 -0.60959284 0.79270813
1670531252.60340548 -0.40259604 -0.59293244 0.04090546 -0.00680677 -0.00685850 -0.63510520 0.77236521
1670531252.70346618 -0.39475545 -0.68183301 0.03194500 -0.00523732 -0.00590049 -0.66144338 0.74995361
1670531252.80322146 -0.38367677 -0.79398106 0.02100344 0.00151127 0.00033374 -0.68009902 0.73311863
1670531252.90266562 -0.36834283 -0.89666992 0.03094899 -0.00262404 0.00021040 -0.68429304 0.72920238
1670531253.00224042 -0.35967756 -0.99416556 0.03313545 -0.00202632 -0.00022635 -0.68403850 0.72944306
1670531253.10183382 -0.34742258 -1.09982824 0.03934228 0.00044545 0.00539723 -0.67484151 0.73794282
1670531253.20179820 -0.33137781 -1.19800239 0.04054464 0.00042023 0.00209127 -0.66471502 0.74709397
1670531253.30233169 -0.32516974 -1.28487022 0.05039034 -0.00584675 0.00151406 -0.66103761 0.75032846
1670531253.40312195 -0.31902614 -1.37936714 0.04614347 -0.00284539 -0.00168440 -0.66184652 0.74963208
1670531253.50386500 -0.31000218 -1.46814961 0.04763321 -0.00783770 -0.00246470 -0.66513681 0.74667631
1670531253.60442567 -0.30248479 -1.55529793 0.04598968 -0.00643579 -0.00289353 -0.67010859 0.74222954
1670531253.70467019 -0.29230083 -1.65032216 0.04148398 -0.00268714 0.00124702 -0.67539599 0.73744931
1670531253.80473852 -0.28451169 -1.73950416 0.04042326 -0.00162865 -0.00030553 -0.68073617 0.73252680
1670531253.90502524 -0.28069560 -1.81893546 0.04118926 -0.00333532 0.00027439 -0.69582831 0.71820037
1670531254.00512886 -0.28328935 -1.90888667 0.04243116 -0.00267225 0.00041718 -0.71452291 0.69960681
1670531254.10488439 -0.28730459 -2.00792029 0.04513938 -0.00561138 -0.00183920 -0.72843277 0.68509184
1670531254.20440149 -0.29712084 -2.10186802 0.04888843 -0.00333654 -0.00042221 -0.73775928 0.67505550
1670531254.30389333 -0.30712580 -2.20123586 0.04121836 -0.00297466 -0.00019122 -0.74613995 0.66578246
1670531254.40352178 -0.32275185 -2.30084819 0.04343206 -0.00099330 0.00218426 -0.75597413 0.65459709
1670531254.50325775 -0.34009497 -2.39174656 0.04538026 -0.00224189 0.00026920 -0.76498724 0.64404148
1670531254.60294580 -0.36432591 -2.48492204 0.06308981 -0.00364162 -0.00478659 -0.76857821 0.63972757
1670531254.70273161 -0.37217860 -2.57899688 0.06209181 -0.00805505 -0.00293346 -0.76923037 0.63891404
1670531254.80279279 -0.39037373 -2.67405367 0.05942395 -0.00331939 -0.00354186 -0.77082802 0.63702481
1670531254.90296674 -0.40650063 -2.77228511 0.05285342 -0.00215642 -0.00179070 -0.77205424 0.63555046
1670531255.00555563 -0.42672517 -2.86032988 0.06134834 -0.00302381 -0.00154326 -0.77310034 0.63427466
1670531255.10576534 -0.44148544 -2.94080076 0.05779993 -0.00214269 -0.00379286 -0.77322854 0.63411249
1670531255.20596433 -0.45519777 -3.02854285 0.05074019 -0.00230623 -0.00124326 -0.77405886 0.63310822
1670531255.30379367 -0.47536378 -3.12316251 0.04110742 0.00084435 0.00425053 -0.77563627 0.63116527
1670531255.40387702 -0.49497752 -3.20396037 0.04990532 0.00108957 -0.00244383 -0.77546402 0.63138609
1670531255.50393414 -0.51291567 -3.29192750 0.06560395 -0.00487911 0.00036227 -0.77681404 0.62971105
1670531255.60395169 -0.52812058 -3.38340886 0.06648862 -0.00468767 -0.00248104 -0.77750006 0.62886050
1670531255.70394659 -0.55261948 -3.47606140 0.06451936 -0.00329521 -0.00332592 -0.77880366 0.62725030
1670531255.80391622 -0.57628850 -3.57070020 0.06099464 -0.00226876 0.00085251 -0.77974166 0.62609669
1670531255.90382648 -0.58510183 -3.66517799 0.05255746 -0.00374632 -0.00252937 -0.77908621 0.62690051
1670531256.00617290 -0.61591133 -3.76296519 0.05970016 -0.00231772 -0.00092203 -0.78059120 0.62503693
1670531256.10623360 -0.64842245 -3.86182003 0.07085680 -0.00120607 -0.00000774 -0.78173624 0.62360804
1670531256.20389748 -0.66765895 -3.95720975 0.06664879 -0.00107691 -0.00059790 -0.78202548 0.62324524
1670531256.30534530 -0.68385167 -4.05260723 0.07107335 0.00180557 0.00167165 -0.77760724 0.62874552
1670531256.40604043 -0.69950964 -4.14752991 0.06244315 0.00880340 0.00635680 -0.77372652 0.63342668
1670531256.50518441 -0.70749342 -4.23004743 0.06760127 0.00487970 0.00554927 -0.76938339 0.63874454
1670531256.60340714 -0.72587382 -4.33037893 0.05426755 0.01073609 0.00685914 -0.75989679 0.64991889
1670531256.70335197 -0.73402602 -4.41425253 0.05389226 0.00386687 0.00603077 -0.74979247 0.66163429
1670531256.80339575 -0.74964210 -4.50854627 0.05752341 0.00564918 0.00618869 -0.73972221 0.67286019
1670531256.90343952 -0.75380153 -4.60417565 0.05226079 0.00635593 0.00162372 -0.72583646 0.68783602
1670531257.00355101 -0.75876895 -4.69932289 0.05066073 0.00352384 -0.00030499 -0.71246192 0.70170186
1670531257.10364175 -0.77745757 -4.79250598 0.07089045 -0.00200288 -0.00548491 -0.69838577 0.71569771
1670531257.20354033 -0.76361453 -4.88827502 0.06241184 0.00568945 -0.00448920 -0.67635376 0.73654129
1670531257.30353212 -0.74891371 -4.97087041 0.07241155 -0.00018630 -0.00797794 -0.65512765 0.75547606
1670531257.40353513 -0.72044994 -5.06308247 0.06894900 0.00543112 -0.00221064 -0.63359761 0.77364054
1670531257.50359416 -0.70603237 -5.14920306 0.07300380 0.00390707 -0.00674923 -0.61312845 0.78994474
1670531257.60368681 -0.69308899 -5.23539958 0.08409584 -0.00364038 -0.00871936 -0.59136872 0.80634593
1670531257.70374775 -0.64428841 -5.32662700 0.07050374 -0.00147260 -0.00947328 -0.56905541 0.82224329
1670531257.80391574 -0.61553250 -5.40348375 0.08573429 -0.00892032 -0.01010863 -0.55249339 0.83340824
1670531257.90419531 -0.57368329 -5.48918571 0.07125455 -0.00500792 -0.00783609 -0.54140787 0.84070865
1670531258.00436425 -0.53216152 -5.57046875 0.07522364 -0.00628579 -0.00472953 -0.53001224 0.84795350
1670531258.10440278 -0.47950049 -5.65722362 0.06590589 -0.00323872 -0.00397605 -0.51956329 0.85441658
1670531258.20431328 -0.42981516 -5.73844288 0.06650286 -0.00441296 -0.00313753 -0.50842530 0.86108907
1670531258.30416775 -0.37935077 -5.82578309 0.05974342 -0.00166492 -0.00173259 -0.49598071 0.86833021
1670531258.40399861 -0.32937065 -5.90095227 0.06607778 -0.00600811 -0.00690591 -0.48635021 0.87371602
1670531258.50377750 -0.28627260 -5.98115178 0.07540255 -0.00449610 -0.00278116 -0.47264938 0.88123471
1670531258.60348654 -0.21686991 -6.06978196 0.07122779 -0.00128112 -0.00223885 -0.45723016 0.88934466
1670531258.70314813 -0.16571658 -6.15075152 0.08278078 -0.00088766 -0.00378884 -0.43795903 0.89898651
1670531258.80288625 -0.10443256 -6.21985415 0.08502536 -0.00289182 -0.00645650 -0.41156651 0.91135227
1670531258.90280533 -0.04692580 -6.28383833 0.08813305 -0.00057034 -0.00788343 -0.38695421 0.92206505
1670531259.00280905 0.02117670 -6.34274847 0.08827471 -0.00473290 -0.00751385 -0.36173507 0.93223864
1670531259.10283089 0.10213112 -6.40265313 0.09068686 -0.00480480 -0.00706670 -0.33324143 0.94280280
1670531259.20300937 0.15806159 -6.46270155 0.11752267 -0.00587176 -0.00875754 -0.30959213 0.95081099
1670531259.30312586 0.25592542 -6.50279034 0.09697689 -0.00693271 -0.00395199 -0.28099387 0.95967639
1670531259.40325117 0.34679639 -6.54434581 0.09190963 -0.00827858 -0.00158169 -0.25427936 0.96709409
1670531259.50649571 0.44016055 -6.58047888 0.08627556 -0.00681783 -0.00243186 -0.22595392 0.97411110
1670531259.60352612 0.51579097 -6.61408811 0.09750067 -0.00771307 -0.00287986 -0.20225241 0.97929882
1670531259.70358014 0.61047020 -6.63624717 0.08582257 -0.00857711 -0.00163130 -0.17207483 0.98504519
1670531259.80367875 0.68659663 -6.66515002 0.10128814 -0.00741127 -0.00580511 -0.14547778 0.98931673
1670531259.90388298 0.77274872 -6.68738464 0.09147339 -0.00782470 -0.00050909 -0.12411547 0.99223680
1670531260.00427032 0.84464506 -6.72344432 0.10660685 -0.00466656 -0.00270498 -0.11884946 0.99289763
1670531260.10433888 0.94389441 -6.73946442 0.09657993 -0.00854758 -0.00387132 -0.10793652 0.99411350
1670531260.20427299 1.03797790 -6.76748135 0.10532390 -0.00557175 -0.00122813 -0.09844404 0.99512623
1670531260.30404687 1.13826168 -6.78899732 0.09923601 -0.00465261 0.00083604 -0.08760347 0.99614421
1670531260.40377378 1.23479917 -6.80806421 0.09979196 -0.00456750 0.00352121 -0.07880868 0.99687308
